BirthDate,Age,MaritalStatus,Gender,YearlyIncome,TotalChildren,NumberChildrenAtHome,Education,Occupation,HouseOwnerFlag,NumberCarsOwned,YearFirstPurchase,CommuteDistance,StateProvinceCode,StateProvinceName,CountryRegionCode,RegionName,SalesTerritoryKey,CustomerKey,ProductCategoryKey,ProductCategory,ProductSubcategoryKey,ProductSubcategoryName,ProductKey,ModelName
9/2/1957,61,M,M,40000,2,0,Partial College,Skilled Manual,1,2,2011,5-10 Miles,QLD,Queensland,AU,Australia,9,11055,1,Bikes,1,Mountain Bikes,351,Mountain-100
9/5/1962,56,S,F,70000,2,0,High School,Professional,0,2,2011,1-2 Miles,NSW,New South Wales,AU,Australia,9,16662,1,Bikes,2,Road Bikes,314,Road-150
4/25/1946,73,M,M,40000,2,0,Bachelors,Management,0,2,2011,0-1 Miles,VIC,Victoria,AU,Australia,9,16740,1,Bikes,2,Road Bikes,313,Road-150
3/2/1949,70,M,F,40000,2,0,Bachelors,Management,0,2,2011,0-1 Miles,SA,South Australia,AU,Australia,9,25270,1,Bikes,2,Road Bikes,322,Road-650
8/19/1953,65,M,M,70000,2,1,Partial College,Professional,1,2,2011,10+ Miles,CA,California,US,United States,4,28038,1,Bikes,2,Road Bikes,312,Road-150
3/25/1976,43,M,F,30000,0,0,Bachelors,Clerical,1,0,2011,0-1 Miles,BY,Bayern,DE,Germany,8,13548,1,Bikes,2,Road Bikes,313,Road-150
3/7/1946,73,M,M,40000,2,0,Bachelors,Management,0,2,2011,0-1 Miles,NSW,New South Wales,AU,Australia,9,16741,1,Bikes,2,Road Bikes,314,Road-150
2/18/1953,66,M,F,20000,4,0,High School,Skilled Manual,1,2,2011,1-2 Miles,NSW,New South Wales,AU,Australia,9,11031,1,Bikes,1,Mountain Bikes,347,Mountain-100
12/16/1952,66,M,F,20000,4,0,High School,Skilled Manual,1,2,2011,5-10 Miles,NSW,New South Wales,AU,Australia,9,11034,1,Bikes,1,Mountain Bikes,346,Mountain-100
1/2/1978,41,S,F,30000,0,0,High School,Manual,0,1,2011,1-2 Miles,ENG,England,GB,United Kingdom,10,20048,1,Bikes,2,Road Bikes,334,Road-650
7/4/1971,47,S,F,70000,5,0,Graduate Degree,Professional,0,0,2011,0-1 Miles,CA,California,US,United States,4,28065,1,Bikes,2,Road Bikes,311,Road-150
8/12/1980,38,M,F,90000,1,0,Graduate Degree,Management,1,0,2011,0-1 Miles,QLD,Queensland,AU,Australia,9,17047,1,Bikes,2,Road Bikes,312,Road-150
1/12/1968,51,M,F,60000,1,0,Bachelors,Professional,1,1,2011,5-10 Miles,NSW,New South Wales,AU,Australia,9,16686,1,Bikes,2,Road Bikes,310,Road-150
6/1/1961,57,S,F,80000,2,0,High School,Skilled Manual,1,2,2011,5-10 Miles,NSW,New South Wales,AU,Australia,9,16659,1,Bikes,2,Road Bikes,312,Road-150
4/17/1977,42,S,F,130000,0,5,Partial High School,Management,1,4,2011,0-1 Miles,NSW,New South Wales,AU,Australia,9,25294,1,Bikes,2,Road Bikes,336,Road-650
8/18/1956,62,M,F,170000,4,5,Partial College,Professional,0,4,2011,10+ Miles,ENG,England,GB,United Kingdom,10,13600,1,Bikes,2,Road Bikes,314,Road-150
8/25/1973,45,M,F,60000,2,2,Bachelors,Professional,1,1,2011,0-1 Miles,QLD,Queensland,AU,Australia,9,17051,1,Bikes,2,Road Bikes,310,Road-150
9/29/1974,44,S,F,50000,2,2,Bachelors,Skilled Manual,1,0,2011,2-5 Miles,CA,California,US,United States,4,14565,1,Bikes,2,Road Bikes,338,Road-650
9/7/1957,61,M,F,40000,2,0,Partial College,Skilled Manual,1,2,2011,5-10 Miles,VIC,Victoria,AU,Australia,9,11054,1,Bikes,1,Mountain Bikes,344,Mountain-100
6/13/1970,48,S,F,160000,0,0,Graduate Degree,Management,0,3,2011,0-1 Miles,NSW,New South Wales,AU,Australia,9,16675,1,Bikes,2,Road Bikes,310,Road-150
4/7/1972,47,S,M,60000,1,0,Partial College,Skilled Manual,0,1,2011,0-1 Miles,NSW,New South Wales,AU,Australia,9,16687,1,Bikes,2,Road Bikes,313,Road-150
4/23/1962,57,S,F,70000,1,0,Partial College,Skilled Manual,0,1,2011,0-1 Miles,NSW,New South Wales,AU,Australia,9,16712,1,Bikes,2,Road Bikes,310,Road-150
8/27/1955,63,M,F,30000,3,0,High School,Skilled Manual,0,2,2011,1-2 Miles,VIC,Victoria,AU,Australia,9,11047,1,Bikes,1,Mountain Bikes,345,Mountain-100
9/23/1985,33,S,F,30000,0,0,High School,Skilled Manual,0,2,2011,0-1 Miles,CA,California,US,United States,4,27726,1,Bikes,2,Road Bikes,310,Road-150
4/22/1950,69,S,F,30000,5,0,Partial High School,Clerical,0,2,2011,10+ Miles,CA,California,US,United States,4,28014,1,Bikes,2,Road Bikes,311,Road-150
8/11/1970,48,S,F,70000,0,0,Bachelors,Professional,0,1,2011,0-1 Miles,QLD,Queensland,AU,Australia,9,16696,1,Bikes,2,Road Bikes,311,Road-150
1/7/1977,42,S,F,110000,0,5,Partial High School,Professional,1,4,2011,10+ Miles,VIC,Victoria,AU,Australia,9,16639,1,Bikes,2,Road Bikes,312,Road-150
12/20/1976,42,S,F,10000,0,0,Partial High School,Manual,0,2,2011,1-2 Miles,ENG,England,GB,United Kingdom,10,20049,1,Bikes,2,Road Bikes,342,Road-650
11/14/1955,63,M,F,110000,4,5,Partial College,Management,1,2,2011,10+ Miles,ENG,England,GB,United Kingdom,10,13602,1,Bikes,2,Road Bikes,311,Road-150
5/6/1981,38,M,M,40000,1,1,Bachelors,Skilled Manual,1,0,2011,1-2 Miles,ENG,England,GB,United Kingdom,10,13661,1,Bikes,2,Road Bikes,314,Road-150
2/18/1958,61,M,F,10000,2,1,Partial High School,Clerical,1,2,2011,1-2 Miles,SA,South Australia,AU,Australia,9,11030,1,Bikes,1,Mountain Bikes,344,Mountain-100
4/12/1975,44,S,F,80000,3,0,Graduate Degree,Professional,0,0,2011,0-1 Miles,CA,California,US,United States,4,28068,1,Bikes,2,Road Bikes,313,Road-150
10/12/1960,58,S,F,80000,2,0,High School,Skilled Manual,1,2,2011,5-10 Miles,NSW,New South Wales,AU,Australia,9,16658,1,Bikes,2,Road Bikes,312,Road-150
8/23/1953,65,M,F,10000,2,1,Partial High School,Clerical,1,2,2011,1-2 Miles,VIC,Victoria,AU,Australia,9,11035,1,Bikes,1,Mountain Bikes,348,Mountain-100
9/19/1955,63,M,F,30000,3,0,High School,Skilled Manual,1,2,2011,5-10 Miles,NSW,New South Wales,AU,Australia,9,11046,1,Bikes,1,Mountain Bikes,349,Mountain-100
9/5/1952,66,S,F,70000,2,1,Bachelors,Management,0,1,2011,2-5 Miles,CA,California,US,United States,4,28031,1,Bikes,2,Road Bikes,311,Road-150
5/11/1973,46,S,M,110000,0,1,Graduate Degree,Management,0,2,2011,1-2 Miles,CA,California,US,United States,4,28076,1,Bikes,2,Road Bikes,312,Road-150
12/11/1967,51,S,F,60000,1,0,Bachelors,Professional,1,1,2011,5-10 Miles,NSW,New South Wales,AU,Australia,9,16685,1,Bikes,2,Road Bikes,314,Road-150
5/23/1948,70,S,F,60000,2,0,Graduate Degree,Management,0,1,2011,0-1 Miles,QLD,Queensland,AU,Australia,9,16745,1,Bikes,2,Road Bikes,312,Road-150
9/20/1953,65,M,F,10000,2,1,Partial High School,Clerical,1,2,2011,5-10 Miles,NSW,New South Wales,AU,Australia,9,11038,1,Bikes,1,Mountain Bikes,351,Mountain-100
6/16/1954,64,M,M,30000,3,0,Partial College,Clerical,1,2,2011,5-10 Miles,NSW,New South Wales,AU,Australia,9,11039,1,Bikes,1,Mountain Bikes,347,Mountain-100
8/22/1954,64,M,M,60000,2,1,Partial College,Professional,0,2,2011,2-5 Miles,WA,Washington,US,United States,1,28040,1,Bikes,2,Road Bikes,313,Road-150
12/8/1980,38,M,F,80000,3,0,Graduate Degree,Professional,1,0,2011,0-1 Miles,CA,California,US,United States,4,28067,1,Bikes,2,Road Bikes,313,Road-150
1/6/1985,34,M,M,80000,0,0,Bachelors,Management,0,1,2011,0-1 Miles,CA,California,US,United States,4,28071,1,Bikes,2,Road Bikes,310,Road-150
5/17/1968,50,M,M,60000,1,0,Bachelors,Professional,1,1,2011,0-1 Miles,VIC,Victoria,AU,Australia,9,16684,1,Bikes,2,Road Bikes,311,Road-150
9/17/1960,58,M,M,80000,2,0,High School,Skilled Manual,0,2,2011,1-2 Miles,NSW,New South Wales,AU,Australia,9,16657,1,Bikes,2,Road Bikes,314,Road-150
3/7/1970,49,M,M,70000,2,0,Graduate Degree,Professional,1,1,2011,2-5 Miles,BC,British Columbia,CA,Canada,6,21939,1,Bikes,2,Road Bikes,314,Road-150
8/30/1959,59,S,M,60000,2,1,Bachelors,Management,0,0,2011,2-5 Miles,CA,California,US,United States,4,28039,1,Bikes,2,Road Bikes,312,Road-150
2/15/1979,40,M,M,40000,1,1,Bachelors,Skilled Manual,1,1,2011,0-1 Miles,ENG,England,GB,United Kingdom,10,13687,1,Bikes,2,Road Bikes,312,Road-150
8/30/1976,42,M,F,40000,3,0,Graduate Degree,Clerical,1,0,2011,0-1 Miles,BY,Bayern,DE,Germany,8,13540,1,Bikes,2,Road Bikes,312,Road-150
6/10/1972,46,M,F,70000,4,0,Graduate Degree,Professional,1,0,2011,2-5 Miles,CA,California,US,United States,4,28063,1,Bikes,2,Road Bikes,310,Road-150
11/2/1967,51,M,F,60000,1,0,Partial College,Skilled Manual,1,1,2011,5-10 Miles,TAS,Tasmania,AU,Australia,9,16703,1,Bikes,2,Road Bikes,312,Road-150
10/1/1958,60,S,M,70000,2,1,Bachelors,Management,0,1,2011,2-5 Miles,OR,Oregon,US,United States,1,28030,1,Bikes,2,Road Bikes,310,Road-150
5/19/1979,39,S,F,60000,2,2,Bachelors,Skilled Manual,0,0,2011,0-1 Miles,WA,Washington,US,United States,1,14576,1,Bikes,2,Road Bikes,322,Road-650
5/21/1956,62,M,M,30000,3,0,High School,Skilled Manual,1,2,2011,5-10 Miles,VIC,Victoria,AU,Australia,9,11048,1,Bikes,1,Mountain Bikes,351,Mountain-100
12/15/1963,55,M,F,130000,0,1,Graduate Degree,Management,1,1,2011,5-10 Miles,VIC,Victoria,AU,Australia,9,16664,1,Bikes,2,Road Bikes,314,Road-150
5/23/1960,58,S,M,40000,2,0,Bachelors,Management,0,2,2011,0-1 Miles,NSW,New South Wales,AU,Australia,9,25271,1,Bikes,2,Road Bikes,342,Road-650
12/22/1950,68,S,M,30000,5,0,Partial High School,Clerical,0,3,2011,1-2 Miles,WA,Washington,US,United States,1,28017,1,Bikes,2,Road Bikes,314,Road-150
12/14/1975,43,M,M,30000,0,0,Bachelors,Clerical,1,0,2011,0-1 Miles,BY,Bayern,DE,Germany,8,13545,1,Bikes,2,Road Bikes,311,Road-150
1/1/1948,71,M,F,20000,1,0,Partial College,Manual,1,0,2011,0-1 Miles,HE,Hessen,DE,Germany,8,13515,1,Bikes,2,Road Bikes,313,Road-150
4/7/1979,40,S,M,80000,0,0,Bachelors,Management,1,1,2011,1-2 Miles,CA,California,US,United States,4,28070,1,Bikes,2,Road Bikes,310,Road-150
4/11/1960,59,S,M,60000,2,1,Bachelors,Management,0,0,2011,2-5 Miles,CA,California,US,United States,4,28042,1,Bikes,2,Road Bikes,310,Road-150
11/22/1968,50,S,F,170000,2,3,Bachelors,Management,0,3,2011,0-1 Miles,ENG,England,GB,United Kingdom,10,11244,1,Bikes,1,Mountain Bikes,344,Mountain-100
2/14/1974,45,M,F,110000,2,1,Graduate Degree,Management,1,3,2011,1-2 Miles,CA,California,US,United States,4,28083,1,Bikes,2,Road Bikes,312,Road-150
4/12/1964,55,S,F,70000,2,1,Bachelors,Management,0,1,2011,2-5 Miles,WA,Washington,US,United States,1,25872,1,Bikes,1,Mountain Bikes,344,Mountain-100
12/1/1961,57,S,M,70000,2,0,High School,Skilled Manual,0,2,2011,1-2 Miles,NSW,New South Wales,AU,Australia,9,16660,1,Bikes,2,Road Bikes,310,Road-150
2/7/1977,42,M,M,110000,0,5,Partial High School,Professional,1,4,2011,10+ Miles,NSW,New South Wales,AU,Australia,9,16638,1,Bikes,2,Road Bikes,311,Road-150
12/10/1951,67,M,F,30000,2,0,Partial College,Clerical,0,2,2011,5-10 Miles,TAS,Tasmania,AU,Australia,9,16929,1,Bikes,2,Road Bikes,314,Road-150
12/7/1956,62,M,F,40000,4,0,Partial College,Professional,0,2,2011,1-2 Miles,CA,California,US,United States,4,27681,1,Bikes,2,Road Bikes,314,Road-150
8/30/1963,55,M,M,60000,2,1,High School,Professional,0,2,2011,2-5 Miles,BC,British Columbia,CA,Canada,6,21813,1,Bikes,2,Road Bikes,312,Road-150
6/18/1978,40,S,F,70000,0,0,Partial College,Skilled Manual,1,2,2011,5-10 Miles,CA,California,US,United States,4,27920,1,Bikes,2,Road Bikes,310,Road-150
12/10/1951,67,S,M,40000,5,0,High School,Professional,1,3,2011,10+ Miles,CA,California,US,United States,4,28022,1,Bikes,2,Road Bikes,310,Road-150
9/19/1958,60,M,M,20000,4,0,High School,Skilled Manual,1,2,2011,5-10 Miles,NSW,New South Wales,AU,Australia,9,11033,1,Bikes,1,Mountain Bikes,348,Mountain-100
6/18/1956,62,S,M,60000,2,1,Partial College,Professional,0,2,2011,2-5 Miles,OR,Oregon,US,United States,1,28047,1,Bikes,2,Road Bikes,311,Road-150
8/16/1983,35,M,F,70000,0,0,Partial College,Skilled Manual,1,2,2011,5-10 Miles,CA,California,US,United States,4,27918,1,Bikes,2,Road Bikes,311,Road-150
1/9/1955,64,S,M,60000,2,1,Bachelors,Management,0,0,2011,2-5 Miles,CA,California,US,United States,4,28044,1,Bikes,2,Road Bikes,313,Road-150
10/13/1976,42,M,F,70000,3,0,Graduate Degree,Professional,1,0,2011,2-5 Miles,CA,California,US,United States,4,14572,1,Bikes,2,Road Bikes,336,Road-650
9/11/1972,46,M,F,40000,0,0,Bachelors,Clerical,1,0,2011,0-1 Miles,HE,Hessen,DE,Germany,8,19325,1,Bikes,2,Road Bikes,342,Road-650
1/5/1977,42,S,M,70000,4,0,Graduate Degree,Professional,0,0,2011,0-1 Miles,CA,California,US,United States,4,28061,1,Bikes,2,Road Bikes,310,Road-150
8/5/1965,53,M,F,60000,1,0,Partial College,Skilled Manual,1,1,2011,0-1 Miles,BC,British Columbia,CA,Canada,6,26629,1,Bikes,2,Road Bikes,334,Road-650
12/13/1947,71,M,F,40000,2,0,Bachelors,Management,1,2,2011,0-1 Miles,NSW,New South Wales,AU,Australia,9,16744,1,Bikes,2,Road Bikes,310,Road-150
8/12/1985,33,M,F,10000,0,0,Partial College,Manual,0,1,2011,0-1 Miles,NSW,New South Wales,AU,Australia,9,25555,1,Bikes,2,Road Bikes,320,Road-650
3/10/1957,62,S,M,40000,3,0,Partial College,Professional,0,2,2011,1-2 Miles,OR,Oregon,US,United States,1,27678,1,Bikes,2,Road Bikes,312,Road-150
5/6/1976,43,S,F,50000,3,3,Bachelors,Skilled Manual,0,3,2011,10+ Miles,WA,Washington,US,United States,1,27759,1,Bikes,2,Road Bikes,314,Road-150
5/16/1980,38,M,F,40000,1,1,Bachelors,Skilled Manual,1,0,2011,1-2 Miles,ENG,England,GB,United Kingdom,10,13680,1,Bikes,2,Road Bikes,310,Road-150
8/11/1947,71,S,F,10000,3,0,Partial College,Manual,1,1,2011,1-2 Miles,BB,Brandenburg,DE,Germany,8,13514,1,Bikes,2,Road Bikes,310,Road-150
2/3/1957,62,S,F,40000,2,0,Partial College,Clerical,0,2,2011,5-10 Miles,NSW,New South Wales,AU,Australia,9,11052,1,Bikes,1,Mountain Bikes,349,Mountain-100
4/16/1963,56,S,M,30000,2,0,Partial College,Clerical,1,2,2011,5-10 Miles,NSW,New South Wales,AU,Australia,9,16928,1,Bikes,2,Road Bikes,312,Road-150
10/29/1984,34,S,F,60000,0,0,Partial College,Skilled Manual,1,1,2011,5-10 Miles,CA,California,US,United States,4,27917,1,Bikes,2,Road Bikes,313,Road-150
8/5/1976,42,S,M,20000,0,0,Partial High School,Manual,0,2,2011,1-2 Miles,ENG,England,GB,United Kingdom,10,13693,1,Bikes,2,Road Bikes,311,Road-150
12/4/1961,57,S,F,130000,3,4,Partial College,Professional,0,3,2011,0-1 Miles,ENG,England,GB,United Kingdom,10,11247,1,Bikes,1,Mountain Bikes,350,Mountain-100
9/9/1974,44,S,M,80000,4,3,Bachelors,Management,1,0,2011,1-2 Miles,OR,Oregon,US,United States,1,28078,1,Bikes,2,Road Bikes,310,Road-150
11/30/1953,65,M,M,60000,2,1,Partial College,Professional,1,1,2011,2-5 Miles,WA,Washington,US,United States,1,25876,1,Bikes,1,Mountain Bikes,350,Mountain-100
1/10/1980,39,S,F,70000,0,0,Bachelors,Professional,0,2,2011,0-1 Miles,NSW,New South Wales,AU,Australia,9,16701,1,Bikes,2,Road Bikes,310,Road-150
3/13/1953,66,S,M,30000,3,0,Partial College,Clerical,1,2,2011,5-10 Miles,QLD,Queensland,AU,Australia,9,16931,1,Bikes,2,Road Bikes,311,Road-150
12/8/1952,66,M,F,20000,4,0,High School,Skilled Manual,1,2,2011,1-2 Miles,VIC,Victoria,AU,Australia,9,11032,1,Bikes,1,Mountain Bikes,348,Mountain-100
10/5/1980,38,S,F,40000,0,0,High School,Skilled Manual,0,1,2011,0-1 Miles,BC,British Columbia,CA,Canada,6,22008,1,Bikes,2,Road Bikes,313,Road-150
12/20/1973,45,S,F,70000,1,0,Bachelors,Professional,1,1,2011,2-5 Miles,BC,British Columbia,CA,Canada,6,19830,1,Bikes,1,Mountain Bikes,349,Mountain-100
4/8/1963,56,S,F,70000,2,0,High School,Professional,0,2,2011,1-2 Miles,VIC,Victoria,AU,Australia,9,16663,1,Bikes,2,Road Bikes,314,Road-150
4/6/1975,44,S,F,90000,2,0,Bachelors,Management,0,1,2011,5-10 Miles,NSW,New South Wales,AU,Australia,9,16708,1,Bikes,2,Road Bikes,314,Road-150
7/5/1980,38,S,M,90000,1,0,Graduate Degree,Management,1,0,2011,0-1 Miles,VIC,Victoria,AU,Australia,9,17045,1,Bikes,2,Road Bikes,310,Road-150
1/30/1967,52,M,M,60000,1,0,Partial College,Skilled Manual,1,1,2011,0-1 Miles,BC,British Columbia,CA,Canada,6,21921,1,Bikes,2,Road Bikes,310,Road-150
3/14/1986,33,S,F,90000,1,0,Graduate Degree,Management,1,0,2011,0-1 Miles,NSW,New South Wales,AU,Australia,9,17048,1,Bikes,2,Road Bikes,312,Road-150
3/6/1957,62,M,M,30000,3,0,High School,Skilled Manual,1,2,2011,5-10 Miles,TAS,Tasmania,AU,Australia,9,11050,1,Bikes,1,Mountain Bikes,350,Mountain-100
4/15/1961,58,M,M,90000,2,1,High School,Professional,0,2,2011,2-5 Miles,59,Nord,FR,France,7,12131,1,Bikes,2,Road Bikes,311,Road-150
10/19/1978,40,S,F,50000,0,0,Graduate Degree,Skilled Manual,0,0,2011,0-1 Miles,ENG,England,GB,United Kingdom,10,13689,1,Bikes,2,Road Bikes,313,Road-150
4/8/1963,56,M,F,150000,2,3,Partial College,Professional,1,3,2011,0-1 Miles,ENG,England,GB,United Kingdom,10,11243,1,Bikes,1,Mountain Bikes,344,Mountain-100
7/20/1971,47,M,M,60000,1,0,Partial College,Skilled Manual,1,1,2011,0-1 Miles,QLD,Queensland,AU,Australia,9,16693,1,Bikes,2,Road Bikes,314,Road-150
3/12/1973,46,M,F,60000,1,0,Partial College,Skilled Manual,1,1,2011,0-1 Miles,VIC,Victoria,AU,Australia,9,16702,1,Bikes,2,Road Bikes,313,Road-150
10/5/1963,55,S,M,90000,2,0,Bachelors,Professional,1,1,2011,2-5 Miles,QLD,Queensland,AU,Australia,9,16707,1,Bikes,2,Road Bikes,312,Road-150
3/6/1975,44,M,M,90000,1,0,Graduate Degree,Management,1,0,2011,0-1 Miles,NSW,New South Wales,AU,Australia,9,17046,1,Bikes,2,Road Bikes,310,Road-150
9/18/1948,70,S,M,60000,2,0,Graduate Degree,Management,0,1,2011,1-2 Miles,NSW,New South Wales,AU,Australia,9,25272,1,Bikes,2,Road Bikes,328,Road-650
5/3/1952,67,M,F,70000,5,0,Bachelors,Management,1,3,2011,10+ Miles,CA,California,US,United States,4,25868,1,Bikes,1,Mountain Bikes,344,Mountain-100
10/23/1973,45,S,F,10000,2,2,High School,Manual,1,1,2011,0-1 Miles,92,Hauts de Seine,FR,France,7,17971,1,Bikes,2,Road Bikes,342,Road-650
4/7/1970,49,M,M,70000,2,0,Graduate Degree,Management,1,2,2011,1-2 Miles,NSW,New South Wales,AU,Australia,9,11057,1,Bikes,1,Mountain Bikes,351,Mountain-100
5/12/1946,73,M,M,40000,2,0,Bachelors,Management,0,2,2011,0-1 Miles,NSW,New South Wales,AU,Australia,9,16742,1,Bikes,2,Road Bikes,313,Road-150
12/23/1979,39,M,M,40000,1,1,Bachelors,Skilled Manual,1,0,2011,0-1 Miles,ENG,England,GB,United Kingdom,10,13678,1,Bikes,2,Road Bikes,313,Road-150
8/3/1979,39,M,F,40000,1,1,Bachelors,Skilled Manual,1,0,2011,0-1 Miles,ENG,England,GB,United Kingdom,10,13679,1,Bikes,2,Road Bikes,311,Road-150
8/16/1977,41,S,F,20000,0,0,Partial High School,Manual,0,2,2011,1-2 Miles,ENG,England,GB,United Kingdom,10,13690,1,Bikes,2,Road Bikes,314,Road-150
10/1/1971,47,M,F,40000,0,0,Bachelors,Professional,0,0,2011,0-1 Miles,91,Essonne,FR,France,7,28394,1,Bikes,1,Mountain Bikes,344,Mountain-100
9/9/1977,41,S,F,70000,5,0,Graduate Degree,Professional,1,0,2011,2-5 Miles,OR,Oregon,US,United States,1,28064,1,Bikes,2,Road Bikes,313,Road-150
12/7/1953,65,S,F,60000,2,1,Bachelors,Management,0,0,2011,2-5 Miles,CA,California,US,United States,4,25878,1,Bikes,1,Mountain Bikes,344,Mountain-100
5/6/1959,60,M,M,40000,2,0,Bachelors,Management,1,1,2011,0-1 Miles,QLD,Queensland,AU,Australia,9,16713,1,Bikes,2,Road Bikes,314,Road-150
2/20/1976,43,S,F,20000,2,0,Partial College,Manual,1,1,2011,1-2 Miles,HE,Hessen,DE,Germany,8,13538,1,Bikes,2,Road Bikes,314,Road-150
5/23/1976,42,M,F,80000,4,4,Graduate Degree,Management,1,1,2011,0-1 Miles,VIC,Victoria,AU,Australia,9,17050,1,Bikes,2,Road Bikes,310,Road-150
10/19/1983,35,S,F,40000,2,2,Partial College,Clerical,1,0,2011,1-2 Miles,ENG,England,GB,United Kingdom,10,13691,1,Bikes,2,Road Bikes,310,Road-150
2/15/1977,42,M,M,110000,0,5,High School,Management,1,4,2011,10+ Miles,NSW,New South Wales,AU,Australia,9,16637,1,Bikes,2,Road Bikes,314,Road-150
4/19/1971,48,S,F,20000,2,2,High School,Manual,1,0,2011,0-1 Miles,HE,Hessen,DE,Germany,8,19329,1,Bikes,2,Road Bikes,338,Road-650
5/23/1969,49,M,F,30000,1,0,Bachelors,Clerical,1,0,2011,0-1 Miles,HE,Hessen,DE,Germany,8,13542,1,Bikes,2,Road Bikes,314,Road-150
1/30/1964,55,S,M,30000,1,0,Bachelors,Clerical,1,0,2011,0-1 Miles,NW,Nordrhein-Westfalen,DE,Germany,8,13543,1,Bikes,2,Road Bikes,310,Road-150
12/15/1974,44,S,F,50000,0,0,Graduate Degree,Skilled Manual,1,0,2011,0-1 Miles,HE,Hessen,DE,Germany,8,13559,1,Bikes,2,Road Bikes,314,Road-150
12/10/1973,45,S,F,60000,2,2,Bachelors,Skilled Manual,1,0,2011,2-5 Miles,OR,Oregon,US,United States,1,14577,1,Bikes,2,Road Bikes,338,Road-650
10/1/1958,60,M,F,40000,3,0,Partial College,Skilled Manual,1,2,2011,5-10 Miles,NSW,New South Wales,AU,Australia,9,11056,1,Bikes,1,Mountain Bikes,350,Mountain-100
4/3/1967,52,S,F,60000,1,0,Partial College,Skilled Manual,0,1,2011,0-1 Miles,SA,South Australia,AU,Australia,9,16688,1,Bikes,2,Road Bikes,313,Road-150
12/2/1948,70,M,M,60000,2,0,Graduate Degree,Management,0,1,2011,1-2 Miles,NSW,New South Wales,AU,Australia,9,25273,1,Bikes,2,Road Bikes,342,Road-650
4/19/1978,41,S,M,70000,0,0,Partial College,Skilled Manual,1,2,2011,5-10 Miles,WA,Washington,US,United States,1,27919,1,Bikes,2,Road Bikes,310,Road-150
10/30/1954,64,S,F,60000,2,1,Partial College,Professional,0,2,2011,2-5 Miles,WA,Washington,US,United States,1,28041,1,Bikes,2,Road Bikes,310,Road-150
6/9/1964,54,M,F,160000,2,3,Partial College,Professional,1,4,2011,5-10 Miles,ENG,England,GB,United Kingdom,10,11240,1,Bikes,1,Mountain Bikes,344,Mountain-100
8/17/1973,45,S,M,90000,4,4,Bachelors,Management,1,1,2011,1-2 Miles,BC,British Columbia,CA,Canada,6,22050,1,Bikes,2,Road Bikes,310,Road-150
9/11/1971,47,S,M,70000,4,0,Graduate Degree,Professional,1,0,2011,2-5 Miles,CA,California,US,United States,4,28062,1,Bikes,2,Road Bikes,310,Road-150
4/18/1952,67,S,M,70000,5,0,Bachelors,Management,1,3,2011,10+ Miles,CA,California,US,United States,4,25867,1,Bikes,1,Mountain Bikes,344,Mountain-100
10/5/1974,44,M,F,100000,1,0,Graduate Degree,Management,0,0,2011,0-1 Miles,NSW,New South Wales,AU,Australia,9,17049,1,Bikes,2,Road Bikes,310,Road-150
2/9/1966,53,M,F,40000,3,0,Graduate Degree,Clerical,1,0,2011,0-1 Miles,NW,Nordrhein-Westfalen,DE,Germany,8,13541,1,Bikes,2,Road Bikes,313,Road-150
6/26/1972,46,S,M,40000,0,0,Bachelors,Professional,0,0,2011,0-1 Miles,94,Val de Marne,FR,France,7,28395,1,Bikes,1,Mountain Bikes,349,Mountain-100
3/2/1969,50,S,M,60000,3,2,Graduate Degree,Professional,0,0,2011,0-1 Miles,BC,British Columbia,CA,Canada,6,19829,1,Bikes,1,Mountain Bikes,349,Mountain-100
5/5/1972,47,S,F,110000,0,0,Graduate Degree,Management,0,2,2011,1-2 Miles,SA,South Australia,AU,Australia,9,16691,1,Bikes,2,Road Bikes,313,Road-150
11/6/1960,58,M,M,80000,2,0,High School,Skilled Manual,0,2,2011,1-2 Miles,NSW,New South Wales,AU,Australia,9,16656,1,Bikes,2,Road Bikes,311,Road-150
11/21/1954,64,M,M,20000,2,1,Partial High School,Clerical,1,2,2011,1-2 Miles,QLD,Queensland,AU,Australia,9,11044,1,Bikes,1,Mountain Bikes,351,Mountain-100
11/11/1968,50,M,M,40000,1,0,Bachelors,Skilled Manual,1,0,2011,0-1 Miles,ENG,England,GB,United Kingdom,10,13821,1,Bikes,2,Road Bikes,310,Road-150
12/9/1973,45,S,F,70000,0,0,Bachelors,Professional,0,1,2011,0-1 Miles,CA,California,US,United States,4,28156,1,Bikes,2,Road Bikes,310,Road-150
1/13/1959,60,M,M,70000,3,0,Graduate Degree,Management,1,2,2011,5-10 Miles,BC,British Columbia,CA,Canada,6,22114,1,Bikes,2,Road Bikes,311,Road-150
3/2/1969,50,S,F,70000,0,0,Bachelors,Professional,0,2,2011,0-1 Miles,VIC,Victoria,AU,Australia,9,17328,1,Bikes,2,Road Bikes,314,Road-150
2/8/1974,45,M,M,30000,1,0,Bachelors,Clerical,1,0,2011,1-2 Miles,ENG,England,GB,United Kingdom,10,13765,1,Bikes,2,Road Bikes,310,Road-150
10/12/1970,48,S,M,20000,2,2,High School,Manual,1,2,2011,0-1 Miles,ENG,England,GB,United Kingdom,10,13792,1,Bikes,2,Road Bikes,311,Road-150
